session_id,task,user_success_rating,explanation,motion_data_available,timestamp,planning_time,inference_time,execution_time,total_time,source_file
e16af68a-ed10-443c-a428-1920ad8dac14_move_the_towel_to_the_paper_bag_then_open_the_cabi,move the towel to the paper bag then open the cabinet on the right,True,No additional details provided.,True,2025-09-13T13:30:54.663809,11.531962156295776,4.410743713378906e-05,276.4658875465393,287.9979202747345,e16af68a-ed10-443c-a428-1920ad8dac14_move_the_towel_to_the_paper_bag_then_open_the_cabi.json
e3328cb4-ee88-4925-852f-f9728cf812b1_open_the_cabinet_on_the_right,open the cabinet on the right,True,No additional details provided.,True,2025-09-13T12:40:10.220253,4.424945116043091,5.078315734863281e-05,151.30022406578064,155.72526454925537,e3328cb4-ee88-4925-852f-f9728cf812b1_open_the_cabinet_on_the_right.json
e7cd8a4a-de46-4950-ac69-3b8e4caa136e_open_the_bottle_and_put_the_cap_in_the_paper_bag,open the bottle and put the cap in the paper bag,True,No additional details provided.,True,2025-09-13T16:49:59.888882,6.196614980697632,3.314018249511719e-05,149.41140389442444,155.60807919502258,e7cd8a4a-de46-4950-ac69-3b8e4caa136e_open_the_bottle_and_put_the_cap_in_the_paper_bag.json
ec7d05be-a2d9-48db-af11-497a9e021a8d_move_the_towel_to_the_paper_bag_then_open_the_bott,move the towel to the paper bag then open the bottle,False,bad grasp on towel failed to remove it from the bottle then failed to detect the bottle,False,2025-09-13T17:32:41.313597,10.33800458908081,5.078315734863281e-05,125.75831460952759,136.0974578857422,ec7d05be-a2d9-48db-af11-497a9e021a8d_move_the_towel_to_the_paper_bag_then_open_the_bott.json
ec8fbfed-f578-4911-a5c4-e974a89a4d7f_open_the_cabinet_on_the_right,open the cabinet on the right,False,no valid points of interest located no plan possible,False,2025-09-13T12:15:54.628301,5.003787279129028,3.24249267578125e-05,104.50462532043457,109.50847339630127,ec8fbfed-f578-4911-a5c4-e974a89a4d7f_open_the_cabinet_on_the_right.json
ed86b464-48bb-4dfe-bc8b-f82e1d53fa16_open_the_bottle_and_put_the_cap_in_the_paper_bag,open the bottle and put the cap in the paper bag,True,No additional details provided.,True,2025-09-13T17:05:01.271080,5.84032940864563,4.1484832763671875e-05,102.34156250953674,108.18195819854736,ed86b464-48bb-4dfe-bc8b-f82e1d53fa16_open_the_bottle_and_put_the_cap_in_the_paper_bag.json
eed6acab-0557-4eb3-9516-6301a4356401_move_the_towel_to_the_paper_bag_then_open_the_cabi,move the towel to the paper bag then open the cabinet on the right,False,detected the cabinet before removing the towel so no valid points on the right cabinet handle,False,2025-09-13T13:36:26.667460,8.642139911651611,3.790855407714844e-05,224.97653460502625,233.61873722076416,eed6acab-0557-4eb3-9516-6301a4356401_move_the_towel_to_the_paper_bag_then_open_the_cabi.json
f44f30cf-42b7-4819-92de-6487d8cc6ae2_move_the_towel_to_the_paper_bag_then_open_the_pen,move the towel to the paper bag then open the pen,False,bad grasp on towel failed to remove from the marker,False,2025-09-14T13:53:36.983146,17.04027819633484,3.3855438232421875e-05,120.82672595977783,137.86705923080444,f44f30cf-42b7-4819-92de-6487d8cc6ae2_move_the_towel_to_the_paper_bag_then_open_the_pen.json
f4e7954a-ded9-4f5e-b9be-a811db57dc39_open_the_pen_then_put_the_cap_in_the_paper_bag,open the pen then put the cap in the paper bag.,True,No additional details provided.,True,2025-09-14T13:08:14.780957,9.808751821517944,3.3855438232421875e-05,97.72908282279968,107.5378930568695,f4e7954a-ded9-4f5e-b9be-a811db57dc39_open_the_pen_then_put_the_cap_in_the_paper_bag.json
f6d01822-caf7-48fe-8893-f5a8d6d4bda9_open_the_cabinet_on_the_right,open the cabinet on the right,True,No additional details provided.,True,2025-09-13T12:33:06.555325,4.370039939880371,7.2479248046875e-05,186.20267057418823,190.5728416442871,f6d01822-caf7-48fe-8893-f5a8d6d4bda9_open_the_cabinet_on_the_right.json
f74cde1c-b69d-4845-9242-bf71ef9fcba4_open_the_bottle_and_put_the_cap_in_the_paper_bag,open the bottle and put the cap in the paper bag,False,bad grasp point selected on the bottle grasped at the middle point of the bottle despite valid point available,False,2025-09-13T17:09:45.470739,7.970875263214111,6.556510925292969e-05,62.04026460647583,70.01124620437622,f74cde1c-b69d-4845-9242-bf71ef9fcba4_open_the_bottle_and_put_the_cap_in_the_paper_bag.json
f76af550-7955-447b-8e2e-4643ce79c5ed_open_the_pen_then_put_the_cap_in_the_paper_bag,open the pen then put the cap in the paper bag.,False,"good plan, bad place point selecteed dropped cap behind the bag",False,2025-09-14T12:39:24.665382,11.887503147125244,5.936622619628906e-05,115.34607553482056,127.23368430137634,f76af550-7955-447b-8e2e-4643ce79c5ed_open_the_pen_then_put_the_cap_in_the_paper_bag.json
fa2185f7-bcb9-45bc-97b6-d2357bb38295_open_the_cabinet_on_the_right,open the cabinet on the right,True,No additional details provided.,True,2025-09-13T12:43:21.044595,3.3552093505859375,7.414817810058594e-05,158.5706079006195,161.92594599723816,fa2185f7-bcb9-45bc-97b6-d2357bb38295_open_the_cabinet_on_the_right.json
